source_type,source_id,target_type,target_id,relationships,description
Software,S0530,Technique,T1565.002,uses,Subject can monitor the clipboard for cryptocurrency addresses and change the intended address to one controlled by the adversary.
Software,S0530,Technique,T1059,uses,Subject has been distributed through an AutoIt loader script.
Group,G0010,Technique,T1078.003,uses,Subject has abused local accounts that have the same password across the victim’s network.
Software,S0538,Technique,T1041,uses,Subject can exfiltrate data over the primary C2 channel .
Software,S0251,Technique,T1053.005,uses,Subject has a command to create a scheduled task for persistence.
Group,G0008,Technique,T1008,uses,Subject’s Harpy backdoor malware can use DNS as a backup channel for C2 if HTTP fails.
Group,G0087,Technique,T1059.005,uses,Subject has utilized malicious VBS scripts in malware.
Group,G0080,Technique,T1195.002,uses,Subject has compromised legitimate web browser updates to deliver a backdoor.
Group,G0087,Technique,T1056,uses,Subject has utilized tools to capture mouse movements.
Group,G0087,Technique,T1012,uses,Subject has used various strains of malware to query the Registry.
Group,G0087,Technique,T1083,uses,Subject has used tools with the ability to search for files on a compromised host.
Group,G0087,Technique,T1197,uses,Subject has used the BITS protocol to exfiltrate stolen data from a compromised host.
Group,G0087,Technique,T1074.001,uses,Subject has utilized tools to aggregate data prior to exfiltration.
Group,G0010,Technique,T1071.003,uses,Subject has used multiple backdoors which communicate with a C2 server via email attachments.
Software,S0126,Technique,T1124,uses,Subject has checked the victim system's date and time to perform tasks during business hours .
Software,S0331,Technique,T1564.001,uses,Subject has created hidden folders.
Software,S0331,Technique,T1053.005,uses,Subject has achieved persistence via scheduled tasks.
Software,S0331,Technique,T1203,uses,Subject has exploited Office vulnerabilities such as CVE-2017-11882 and CVE-2017-8570 for execution during delivery.
Group,G0087,Technique,T1041,uses,Subject has exfiltrated stolen victim data through C2 communications.
Group,G0115,Technique,T1219,uses,"Subject has used the cloud-based remote management and monitoring tool ""ConnectWise Control"" to deploy Subject."
Software,S0331,Technique,T1552.001,uses,Subject has the ability to extract credentials from configuration or support files.
Software,S0331,Technique,T1552.002,uses,Subject has the ability to extract credentials from the Registry.
Software,S0331,Technique,T1055.012,uses,Subject has used process hollowing to create and manipulate processes through sections of unmapped memory by reallocating that space with its malicious code.
Software,S0331,Technique,T1218.009,uses,Subject has dropped RegAsm.exe onto systems for performing malicious activity.
Group,G0021,Technique,T1053.005,uses,Subject has created scheduled tasks to persistently run VBScripts.
Group,G0021,Technique,T1218.007,uses,Subject has used msiexec.exe to execute an MSI payload.
Software,S0543,Technique,T1033,uses,Subject has run the whoami command and has a built-in command to identify the user logged in.
Software,S0543,Technique,T1059.003,uses,Subject can use cmd.exe to run commands.
Software,S0543,Technique,T1082,uses,"Subject can collect the hostname, keyboard layout, and language from the system."
Software,S0543,Technique,T1140,uses,Subject has used a custom XOR algorithm to decrypt the payload.
Software,S0543,Technique,T1027.002,uses,Subject has been packed with Enigma Protector to obfuscate its contents.
Software,S0543,Technique,T1071.001,uses,Subject has used HTTP POST requests to communicate with its C2 server to receive commands.
Group,G0094,Technique,T1550.002,uses,Subject has used pass the hash for authentication to remote access software used in C2.
Group,G0094,Technique,T1074.001,uses,Subject has staged collected data files under object776.
Group,G0045,Technique,T1119,uses,Subject has used the Csvde tool to collect Active Directory files and data.
Group,G0045,Technique,T1210,uses,Subject has used tools to exploit the ZeroLogon vulnerability .
Software,S0331,Technique,T1566.001,uses,The primary delivered mechaism for Subject is through email phishing messages.
Software,S0331,Technique,T1555.003,uses,Subject can gather credentials from a number of browsers.
Software,S0331,Technique,T1047,uses,Subject has used wmi queries to gather information from the system.
Software,S0331,Technique,T1112,uses,Subject can achieve persistence by modifying Registry key entries.
Software,S0331,Technique,T1055,uses,"Subject can inject into known, vulnerable binaries on targeted hosts."
Group,G0045,Technique,T1003.003,uses,Subject has used Ntdsutil to dump credentials.
Group,G0045,Technique,T1106,uses,"Subject has used native APIs including object777, object778, object779, and object780."
Group,G0045,Technique,T1083,uses,"Subject has searched compromised systems for folders of interest including those related to HR, audit and expense, and meeting memos."
Group,G0045,Technique,T1583.001,uses,Subject has registered malicious domains for use in intrusion campaigns.
Group,G0045,Technique,T1568.001,uses,Subject has used dynamic DNS service providers to host malicious domains.
Group,G0115,Technique,T1113,uses,Subject has used the remote monitoring and management tool ConnectWise to obtain screen captures from victim's machines.
Group,G0115,Technique,T1027,uses,Subject has executed base64 encoded PowerShell scripts on compromised hosts.
Group,G0115,Technique,T1059.001,uses,Subject has staged and executed PowerShell scripts on compromised hosts.
Software,S0012,Technique,T1547.014,uses,Subject creates a Registry key in the Active Setup pointing to a malicious executable.
Software,S0546,Technique,T1113,uses,Subject has the ability to capture the victim's screen.
Software,S0546,Technique,T1047,uses,Subject can use WMI for execution.
Software,S0546,Technique,T1059.003,uses,Subject can execute arbitrary commands with the command line.
Software,S0546,Technique,T1059.001,uses,Subject can execute arbitrary commands with PowerShell.
Software,S0546,Technique,T1547.001,uses,Subject has the ability to create persistence for the malware using the Registry autorun key and startup folder.
Software,S0546,Technique,T1053.005,uses,Subject has a persistence component to write a scheduled task for the payload.
Software,S0546,Technique,T1105,uses,Subject has the ability to download and execute additional payloads via a DropBox API.
Group,G0096,Technique,T1574.006,uses,Subject has configured payloads to load via LD_PRELOAD.
Group,G0096,Technique,T1021.002,uses,Subject has transferred implant files using Windows Admin Shares.
Group,G0096,Technique,T1574.001,uses,"Subject has used search order hijacking to execute malicious payloads, such as Winnti RAT."
Group,G0096,Technique,T1218.011,uses,Subject has used rundll32.exe to execute a loader.
Group,G0094,Technique,T1105,uses,Subject has used scripts to download additional tools from compromised domains to victim systems.
Software,S0547,Technique,T1059.003,uses,Subject can execute arbitrary shell commands on the victims' machines.
Software,S0547,Technique,T1083,uses,Subject can collect the names of all files and folders in the Program Files directories.
Software,S0547,Technique,T1102,uses,"Subject can communicate with its operators by exploiting the Simplenote, DropBox, and the social media platform, Facebook, where it can create fake accounts to control the backdoor and receive instructions."
Software,S0547,Technique,T1105,uses,Subject can download and execute additional files.
Group,G0117,Technique,T1190,uses,"Subject has exploited known vulnerabilities in Fortinet, PulseSecure, and Palo Alto VPN appliances."
Group,G0117,Technique,T1210,uses,Subject has exploited known vulnerabilities in remote services including RDP.
Group,G0117,Technique,T1572,uses,Subject has used protocol tunneling for communication and RDP activity on compromised hosts through the use of open source tools such as Subject and custom tool SSHMinion.
Group,G0117,Technique,T1046,uses,Subject has used tools including NMAP to conduct broad scanning to identify open ports.
Group,G0117,Technique,T1078,uses,Subject has used valid credentials with various services during lateral movement.
Group,G0117,Technique,T1505.003,uses,Subject has installed web shells on compromised hosts to maintain access.
Software,S0546,Technique,T1102,uses,Subject has used a legitimate web service for evading detection.
Software,S0547,Technique,T1140,uses,Subject can unarchive data downloaded from the C2 to obtain the payload and persistence modules.
Software,S0547,Technique,T1082,uses,Subject has checked for the presence of Arabic language in the infected machine's settings.
Software,S0543,Technique,T1132.001,uses,Subject has encoded communications with the C2 server with base64.
Software,S0543,Technique,T1497.002,uses,Subject has used a splash screen to check whether an user actively clicks on the screen before running malicious code.
Group,G0117,Technique,T1059.003,uses,Subject has used cmd.exe likely as a password changing mechanism.
Group,G0117,Technique,T1053.005,uses,Subject has used Scheduled Tasks for persistence and to load and execute a reverse proxy binary.
Group,G0117,Technique,T1546.008,uses,Subject has used sticky keys to launch a command prompt.
Group,G0117,Technique,T1036.005,uses,Subject has named binaries and configuration files svhost and dllhost respectively to appear legitimate.
Software,S0552,Technique,T1482,uses,Subject can gather information about organizational units and domain trusts from Active Directory.
Software,S0552,Technique,T1016,uses,Subject can extract subnet information from Active Directory.
Software,S0552,Technique,T1018,uses,Subject has the ability to query Active Directory for computers.
Software,S0552,Technique,T1087.002,uses,Subject can enumerate domain users.
Software,S0552,Technique,T1069.002,uses,Subject can enumerate domain groups.
Software,S0546,Technique,T1140,uses,Subject has decompressed data received from the C2 server.
Software,S0546,Technique,T1082,uses,Subject has checked the system settings to see if Arabic is the configured language.
Software,S0553,Technique,T1059.001,uses,Subject can use PowerShell to set persistence.
Software,S0553,Technique,T1547.001,uses,Subject can achieve persitence on the infected machine by setting the Registry run key.
Software,S0553,Technique,T1105,uses,Subject can download additional payloads from the C2.
Software,S0553,Technique,T1047,uses,Subject can perform WMI commands on the system.
Software,S0553,Technique,T1082,uses,Subject can collect information about the about the system.
Software,S0553,Technique,T1518.001,uses,Subject can use WMI commands to check the system for firewall and antivirus software.
Software,S0553,Technique,T1059.003,uses,Subject can execute commands via the command line utility.
Group,G0117,Technique,T1059.001,uses,Subject has used PowerShell scripts to access credential data.
Group,G0117,Technique,T1027,uses,Subject has base64 encoded scripts and payloads to avoid detection.
Group,G0117,Technique,T1036.004,uses,Subject has named the task for a reverse proxy lpupdate to appear legitimate.
Group,G0117,Technique,T1003.001,uses,Subject has used prodump to dump credentials from LSASS.
Group,G0117,Technique,T1555.005,uses,Subject has used scripts to access credential information from the KeePass database.
Group,G0117,Technique,T1552.001,uses,Subject has accessed files to gain valid credentials.
Group,G0117,Technique,T1003.003,uses,Subject has used Volume Shadow Copy to access credential information from NTDS.
Group,G0117,Technique,T1083,uses,Subject has used WizTree to obtain network files and directory listings.
Group,G0117,Technique,T1018,uses,Subject has used Angry IP Scanner to detect remote systems.
Group,G0117,Technique,T1012,uses,Subject has accessed Registry hives ntuser.dat and UserClass.dat.
Group,G0117,Technique,T1087.001,uses,Subject has accessed ntuser.dat and UserClass.dat on compromised hosts.
Group,G0117,Technique,T1087.002,uses,Subject has used the Softerra LDAP browser to browse documentation on service accounts.
Group,G0117,Technique,T1021.001,uses,Subject has used RDP to log in and move laterally in the target environment.
Group,G0117,Technique,T1217,uses,Subject has used Google Chrome bookmarks to identify internal resources and assets.
Software,S0547,Technique,T1567,uses,Subject has used legitimate web services to exfiltrate data.
Group,G0117,Technique,T1021.002,uses,Subject has used valid accounts to access SMB shares.
Software,S0543,Technique,T1041,uses,Subject has exfiltrated data over the C2 channel.
Group,G0117,Technique,T1021.004,uses,Subject has used the PuTTY and Plink tools for lateral movement.
Group,G0117,Technique,T1021.005,uses,Subject has installed TightVNC server and client on compromised servers and endpoints for lateral movement.
Group,G0117,Technique,T1213,uses,Subject has accessed victim security and IT environments and Microsoft Teams to mine valuable information.
Group,G0117,Technique,T1039,uses,Subject has searched network shares to access sensitive documents.
Group,G0117,Technique,T1005,uses,Subject has searched local system resources to access sensitive documents.
Group,G0117,Technique,T1530,uses,Subject has obtained files from the victim's cloud storage instances.
Group,G0117,Technique,T1105,uses,Subject has downloaded additional tools including Subject directly to endpoints.
Group,G0117,Technique,T1560.001,uses,Subject has used 7-Zip to archive data.
Group,G0117,Technique,T1059,uses,Subject has used a Perl reverse shell to communicate with C2.
Group,G0117,Technique,T1110,uses,Subject has brute forced RDP credentials.
Group,G0117,Technique,T1136.001,uses,Subject has created a local user account with administrator privileges.
Group,G0117,Technique,T1090,uses,Subject has used the open source reverse proxy tools including FRPC and Go Proxy to establish connections from C2 to local servers.
Software,S0554,Technique,T1039,uses,Subject can collect any files found in the enumerated drivers before sending it to its C2 channel.
Software,S0554,Technique,T1486,uses,Subject can encrypt all non-system files using a hybrid AES-RSA algorithm prior to displaying a ransom note.
Software,S0554,Technique,T1027.002,uses,"Subject's payloads are custom-packed, archived and encrypted to prevent analysis."
Software,S0554,Technique,T1082,uses,Subject can perform a language check of the infected system and can query the CPU information .
Software,S0554,Technique,T1140,uses,Subject has been decrypted before execution.
Software,S0554,Technique,T1049,uses,Subject can enumerate all connected drives.
Software,S0554,Technique,T1106,uses,Subject has used the Windows API to make detection more difficult.
Software,S0554,Technique,T1497,uses,Subject has used multiple anti-analysis and anti-sandbox techniques to prevent automated analysis by sandboxes.
Software,S0554,Technique,T1574.002,uses,Subject has used DLL side-loading to execute its payload.
Software,S0554,Technique,T1055,uses,Subject can inject its payload into iexplore.exe process.
Software,S0554,Technique,T1219,uses,Subject has checked for the LogMein event log in an attempt to encrypt files in remote machines.
Software,S0554,Technique,T1059.003,uses,Subject has used batch files for execution and can launch Internet Explorer from cmd.exe.
Software,S0554,Technique,T1105,uses,Subject has the ability to download files from its C2 server.
Software,S0554,Technique,T1218.011,uses,Subject has used rundll32 during execution.
Software,S0554,Technique,T1484.001,uses,Subject can modify the GPO to evade detection.
Group,G0117,Technique,T1585,uses,Subject has created KeyBase accounts to communicate with ransomware victims.
Software,S0556,Technique,T1486,uses,Subject can encrypt data on victim's machines using RSA and AES algorithms in order to extort a ransom payment for decryption.
Software,S0556,Technique,T1090.001,uses,Subject has designated machines in the compromised network to serve as reverse proxy pivot points to channel communications with C2.
Group,G0117,Technique,T1585.001,uses,Subject has used a Twitter account to communicate with ransomware victims.
Group,G0117,Technique,T1102,uses,Subject has used Amazon Web Services to host C2.
Software,S0556,Technique,T1070.004,uses,Subject can remove its log file from disk.
Software,S0556,Technique,T1573.002,uses,Subject has used RSA encrypted communications with C2.
Software,S0556,Technique,T1095,uses,Subject has sent its public key to the C2 server over TCP.
Software,S0556,Technique,T1016,uses,Subject can identify the IP and MAC addresses of the compromised host.
Software,S0556,Technique,T1082,uses,Subject has the ability to gather the hostname of the victim machine.
Software,S0556,Technique,T1489,uses,Subject can stop the MS SQL service at the end of the encryption process to release files locked by the service.
Software,S0559,Technique,T1012,uses,Subject collected the registry value object781 from compromised hosts.
Software,S0559,Technique,T1083,uses,Subject had commands to enumerate files and directories.
Software,S0559,Technique,T1027,uses,Subject strings were compressed and encoded in Base64.
Software,S0559,Technique,T1027,uses,Subject also obfuscated collected system information using a FNV-1a + XOR algorithm.
Software,S0559,Technique,T1071.004,uses,Subject used DNS for C2 traffic designed to mimic normal SolarWinds API communications.
Software,S0559,Technique,T1071.001,uses,Subject communicated via HTTP GET or HTTP POST requests to third party servers for C2.
Software,S0559,Technique,T1057,uses,Subject collected a list of process names that were hashed using a FNV-1a + XOR algorithm to check against similarly-hashed hardcoded blocklists.
Software,S0559,Technique,T1070.004,uses,Subject had a command to delete files.
Software,S0559,Technique,T1005,uses,Subject collected information from a compromised host.
Software,S0559,Technique,T1033,uses,Subject collected the username from a compromised host.
Software,S0559,Technique,T1007,uses,Subject collected a list of service names that were hashed using a FNV-1a + XOR algorithm to check against similarly-hashed hardcoded blocklists.
Software,S0559,Technique,T1553.002,uses,Subject was digitally signed by SolarWinds from March - May 2020.
Software,S0559,Technique,T1001.003,uses,Subject masqueraded its network traffic as the Orion Improvement Program protocol.
Software,S0559,Technique,T1016,uses,"Subject collected all network interface MAC addresses that are up and not loopback devices, as well as IP address, DHCP configuration, and domain information."
Software,S0559,Technique,T1518.001,uses,Subject checked for a variety of antivirus/endpoint detection agents prior to execution.
Software,S0559,Technique,T1112,uses,"Subject had commands that allow an attacker to write or delete registry keys, and was observed stopping services by setting their object782 registry entries to value 4."
Software,S0559,Technique,T1112,uses,It also deleted previously-created Image File Execution Options Debugger registry values and registry keys related to HTTP proxy to clean up traces of its activity.
Software,S0559,Technique,T1001.002,uses,Subject C2 data attempted to appear as benign XML related to .NET assemblies or as a faux JSON blob.
Software,S0559,Technique,T1001.001,uses,Subject added junk bytes to its C2 over HTTP.
Software,S0559,Technique,T1568,uses,Subject dynamically resolved C2 infrastructure for randomly-generated subdomains within a parent domain.
Software,S0559,Technique,T1082,uses,"Subject collected hostname, OS version, and device uptime."
Software,S0559,Technique,T1047,uses,Subject used the WMI query object783 to retrieve a driver listing.
Software,S0559,Technique,T1132.001,uses,Subject used Base64 encoding in its C2 traffic.
Software,S0559,Technique,T1497.003,uses,Subject remained dormant after initial access for a period of up to two weeks.
Software,S0559,Technique,T1105,uses,"Subject delivered different payloads, including Subject in at least one instance."
Software,S0559,Technique,T1497.001,uses,Subject checked the domain name of the compromised host to verify it was running in a real environment.
Software,S0559,Technique,T1562.001,uses,Subject attempted to disable software security services following checks against a FNV-1a + XOR hashed hardcoded blocklist.
Software,S0560,Technique,T1027,uses,"Subject created and read from a file with a fake JPG header, and its payload was encrypted with a simple rotating XOR cipher."
Software,S0560,Technique,T1012,uses,Subject checked that object784 existed before decoding its embedded payload.
Software,S0560,Technique,T1036.005,uses,Subject files had names that resembled legitimate Window file and directory names.
Software,S0560,Technique,T1543.003,uses,Subject ran as a Windows service from the object785 folder.
Software,S0560,Technique,T1140,uses,Subject was decoded using a custom rolling XOR algorithm to execute a customized Subject payload.
Software,S0554,Technique,T1071.001,uses,Subject has communicated with its C2 servers via HTTPS protocol.
Software,S0554,Technique,T1218.010,uses,Subject has used regsvr32.exe to execute malicious DLLs.
Software,S0554,Technique,T1124,uses,Subject contains functionality to query the local/system time.
Software,S0554,Technique,T1497.003,uses,Subject can perform a long sleep to evade detection.
Software,S0198,Technique,T1059.005,uses,Subject has been executed through use of VBScripts.
Software,S0198,Technique,T1204.002,uses,Subject has been executed through luring victims into opening malicious documents.
Software,S0198,Technique,T1055.012,uses,The Subject payload has been injected into benign Microsoft executables via process hollowing.
Software,S0198,Technique,T1059.001,uses,The Subject binary has been executed via PowerShell script.
Software,S0198,Technique,T1027,uses,"Subject has used a custom obfuscation algorithm to hide strings including Registry keys, APIs, and DLL names."
Software,S0198,Technique,T1102,uses,Subject has used web services including Paste.ee to host payloads.
Software,S0554,Technique,T1069.002,uses,Subject can conduct Active Directory reconnaissance using tools such as Sharphound or Subject.
Software,S0554,Technique,T1036.004,uses,Subject has masqueraded the svchost.exe process to exfiltrate data.
Software,S0554,Technique,T1197,uses,Subject has used BITSadmin to download and execute malicious DLLs.
Software,S0554,Technique,T1033,uses,Subject has used tools to gather information about users.
Software,S0554,Technique,T1059.001,uses,Subject has used an encoded PowerShell command by a service created by Subject for lateral movement.
Software,S0554,Technique,T1562.001,uses,Subject has disabled Windows Defender to evade protections.
Software,S0198,Technique,T1105,uses,Subject can downloaded payloads from C2 to the compromised host.
Software,S0198,Technique,T1053.005,uses,Subject can create a scheduled task to establish persistence.
Software,S0198,Technique,T1106,uses,"Subject can use Native API including object786 object787, and object788."
Software,S0198,Technique,T1057,uses,Subject can discover processes on compromised hosts.
Software,S0198,Technique,T1560.003,uses,Subject has used a custom encryption algorithm to encrypt collected data.
Software,S0198,Technique,T1074.001,uses,Subject has the ability to write collected data to a file created in the object789 directory.
Software,S0198,Technique,T1049,uses,Subject can capture session logon details from a compromised host.
Software,S0198,Technique,T1555.003,uses,"Subject has the ability to steal credentials from web browsers including Internet Explorer, Opera, Yandex, and Chrome."
Software,S0198,Technique,T1573,uses,Subject can encrypt C2 communications.
Software,S0198,Technique,T1090,uses,Subject can implement use of proxies to pivot traffic.
Software,S0198,Technique,T1036.005,uses,Subject has masqueraded as legitimate software including TeamViewer and macOS Finder.
Software,S0198,Technique,T1053.003,uses,Subject can use crontabs to establish persistence.
Software,S0198,Technique,T1547.013,uses,Subject can use XDG Autostart Entries to establish persistence.
Software,S0198,Technique,T1564.001,uses,Subject can copy itself to and launch itself from hidden folders.
Software,S0198,Technique,T1059.004,uses,Subject has the ability to use object790 and object791 to execute commands.
Software,S0198,Technique,T1095,uses,Subject can use TCP in C2 communications.
Software,S0198,Technique,T1016,uses,Subject can collect the IP address of a compromised host.
Software,S0198,Technique,T1071.001,uses,Subject has the ability to communicate over HTTP.
Software,S0559,Technique,T1573.001,uses,Subject encrypted C2 traffic using a single-byte-XOR cipher.
Software,S0560,Technique,T1112,uses,Subject modified the Registry to create a Windows service for itself on a compromised host.
Software,S0198,Technique,T1560,uses,Subject has the ability to compress archived screenshots.
Software,S0198,Technique,T1010,uses,Subject can discover and close windows on controlled systems.
Software,S0198,Technique,T1119,uses,Subject can automatically archive collected data.
Software,S0198,Technique,T1027.002,uses,Subject has used .NET packer tools to evade detection.
Software,S0198,Technique,T1573.001,uses,Subject can use AES encryption for C2 data transferred.
Software,S0198,Technique,T1055,uses,"Subject can inject code into system processes including notepad.exe, svchost.exe, and vbc.exe."
Software,S0198,Technique,T1059.003,uses,Subject can issue commands using cmd.exe.
Software,S0198,Technique,T1555,uses,Subject can retrieve passwords from messaging and mail client applications.
Software,S0198,Technique,T1112,uses,Subject stores its configuration file within the Registry.
Software,S0198,Technique,T1543.001,uses,Subject can use launch agents for persistence.
Software,S0198,Technique,T1547.011,uses,Subject can persist via startup options for Login items.
Software,S0561,Technique,T1566.002,uses,Subject has been spread in phishing campaigns using malicious web links.
Software,S0561,Technique,T1204.002,uses,The Subject executable has been retrieved via embedded macros in malicious Word documents.
Software,S0561,Technique,T1070.004,uses,Subject can delete its executable from the object792 directory on the compromised host.
Software,S0561,Technique,T1071.001,uses,Subject can use HTTP to retrieve additional binaries.
Software,S0561,Technique,T1547.001,uses,Subject can establish persistence via the Registry under object793.
Software,S0198,Technique,T1204.001,uses,Subject has been executed through convincing victims into clicking malicious links.
Software,S0198,Technique,T1566.002,uses,Subject has been spread via e-mail campaigns utilizing malicious links.
Software,S0198,Technique,T1566.001,uses,Subject has been spread via e-mail campaigns utilizing malicious attachments.
Software,S0198,Technique,T1083,uses,Subject has the ability to search for files on the compromised host.
Software,S0562,Technique,T1036.005,uses,Subject was identified on disk with a filename of object794 and it created an encrypted log file at object795.
Software,S0562,Technique,T1480,uses,Subject only replaces SolarWinds Orion source code if the MD5 checksums of both the original source code file and backdoored replacement source code match hardcoded values.
Software,S0562,Technique,T1027,uses,Subject encrypted log entries it collected with the stream cipher RC4 using a hard-coded key.
Software,S0562,Technique,T1027,uses,It also uses AES128-CBC encrypted blobs for Subject source code and data extracted from the SolarWinds Orion <MsBuild.exe</code> process.
Software,S0562,Technique,T1140,uses,"Subject decrypts Subject, which was stored in AES128-CBC encrypted blobs."
Software,S0562,Technique,T1057,uses,Subject monitored running processes for instances of object796 by hashing the name of each running process and comparing it to the corresponding value object797.
Software,S0562,Technique,T1057,uses,It also extracted command-line arguments and individual arguments from the running object796 process to identify the directory path of the Orion software Visual Studio solution.
Group,G0007,Technique,T1110,uses,Subject can perform brute force attacks to obtain credentials.
Software,S0562,Technique,T1106,uses,Subject used Windows API functions such as object799 and object800 as part of the Subject injection process.
Software,S0562,Technique,T1134,uses,Subject modified its security token to grants itself debugging privileges by adding object801.
Software,S0562,Technique,T1565.001,uses,"Subject created a copy of the SolarWinds Orion software source file with a object802 extension to backup the original content, wrote Subject using the same filename but with a object803 extension, and then moved Subject using object804 to the original filename with a object805 extension so it could be compiled within Orion software."
Group,G0093,Technique,T1553.002,uses,Subject has used stolen certificates to sign its tools including those from Whizzimo LLC.
Software,S0562,Technique,T1195.002,uses,Subject malware was designed and used to insert Subject into software builds of the SolarWinds Orion IT management product.
Software,S0562,Technique,T1070.004,uses,"Following the successful injection of Subject, Subject deleted a temporary file it created named object806 after restoring the original SolarWinds Orion source code to the software library."
Group,G0093,Technique,T1588.002,uses,"Subject has used a variety of widely-available tools, which in some cases they modified to add functionality and/or subvert antimalware solutions."
Group,G0093,Technique,T1570,uses,Subject has used Subject to move laterally between hosts in the target network.
Software,S0559,Technique,T1027.005,uses,"Subject source code used generic variable names and pre-obfuscated strings, and was likely sanitized of developer comments before being added to Subject."
Group,G0007,Technique,T1102.002,uses,Subject has used Google Drive for C2.
Group,G0007,Technique,T1547.001,uses,Subject has deployed malware that has copied itself to the startup directory for persistence.
Group,G0007,Technique,T1090.003,uses,Subject has routed traffic over Subject and VPN servers to obfuscate their activities.
Group,G0007,Technique,T1595.002,uses,Subject has performed large-scale scans in an attempt to find vulnerable servers.
Software,S0564,Technique,T1071.001,uses,Subject can send commands to C2 in the body of HTTP POST requests.
Software,S0564,Technique,T1105,uses,Subject has the ability to download files to the victim's machine.
Software,S0564,Technique,T1059.003,uses,Subject can run cmd.exe with parameters.
Software,S0564,Technique,T1005,uses,Subject can copy files on a compromised host.
Software,S0564,Technique,T1083,uses,Subject has the ability to find files on the targeted system.
Software,S0564,Technique,T1082,uses,Subject can enumerate local drives on a compromised host.
Group,G0007,Technique,T1567,uses,Subject can exfiltrate data over Google Drive.
Software,S0565,Technique,T1027.003,uses,Subject used steganography to locate the start of its encoded payload within legitimate 7-Zip code.
Software,S0565,Technique,T1497.003,uses,"After initial installation, Subject runs a computation to delay execution."
Software,S0565,Technique,T1036.005,uses,Subject was installed under names that resembled legitimate Windows file and directory names.
Software,S0565,Technique,T1027,uses,Subject encrypted its payload using a simple XOR algorithm with a single-byte key.
Software,S0565,Technique,T1027.002,uses,"Subject used a custom packer for its Subject payload, which was compressed using the LZMA algorithm."
Software,S0565,Technique,T1140,uses,Subject decrypted its Subject payload using an AES-256 encryption algorithm in CBC mode with a unique key per sample.
Group,G0114,Technique,T1110.004,uses,Subject has used credential stuffing against victim's remote services to obtain valid accounts.
Group,G0114,Technique,T1589.001,uses,Subject has collected credentials for the target organization from previous breaches for use in brute force attacks.
Group,G0114,Technique,T1110.003,uses,Subject has used multiple password spraying attacks against victim's remote services to obtain valid user and administrator accounts.
Group,G0114,Technique,T1078.002,uses,Subject has used compromised domain accounts to gain access to the target environment.
Group,G0114,Technique,T1135,uses,Subject has used object807 and object808 to identify network shares of interest.
Group,G0114,Technique,T1018,uses,Subject has utilized various scans and queries to find domain controllers and remote services in the target environment.
Group,G0114,Technique,T1083,uses,Subject has utilized multiple commands to identify data of interest in file and directory listings.
Group,G0114,Technique,T1482,uses,Subject has object809 to identify domain trust relationships.
Group,G0114,Technique,T1041,uses,Subject has used Subject C2 beacons for data exfiltration.
Group,G0114,Technique,T1074.002,uses,Subject has staged stolen data on designated servers in the target environment.
Software,S0565,Technique,T1036,uses,Subject was built to include a modified version of 7-Zip source code and Far Manager source code.
Group,G0114,Technique,T1567.002,uses,Subject has exfiltrated stolen data to OneDrive accounts.
Group,G0114,Technique,T1069.001,uses,Subject has used object810 to identify accounts with local administrative rights.
Group,G0114,Technique,T1070.006,uses,Subject has used a Windows version of the Linux object811 command to modify the date and time stamp on DLLs.
Group,G0114,Technique,T1070.001,uses,Subject has cleared event logs on compromised hosts.
Group,G0114,Technique,T1049,uses,Subject has used object812 to discover network connections.
Group,G0114,Technique,T1201,uses,Subject has used the NtdsAudit utility to collect information related to accounts and passwords.
Group,G0114,Technique,T1046,uses,Subject has used the <code>get -b <start ip> -e <end ip> -p</code> command for network scanning as well as a custom Python tool packed into a Windows executable named Get.exe to scan IP ranges for HTTP.
Group,G0114,Technique,T1021.006,uses,Subject has used WinRM for lateral movement.
Group,G0114,Technique,T1570,uses,Subject has copied tools between compromised hosts using SMB.
Group,G0114,Technique,T1213.002,uses,Subject has collected documents from the victim's SharePoint.
Group,G0114,Technique,T1114.002,uses,Subject has harvested data from remote mailboxes including through execution of <code>\\<hostname>\c$\Users\<username>\AppData\Local\Microsoft\Outlook*.ost</code>.
Group,G0114,Technique,T1114.001,uses,"Subject has harvested data from victim's e-mail including through execution of <code>wmic /node:<ip> process call create ""cmd /c copy c:\Users\<username>\<path>\backup.pst c:\windows\temp\backup.pst"" copy ""i:\<path>\<username>\My Documents\<filename>.pst""
copy</code>."
Group,G0114,Technique,T1074.001,uses,Subject has staged stolen data locally on compromised hosts.
Group,G0114,Technique,T1574.002,uses,Subject has used side loading to place malicious DLLs in memory.
Group,G0114,Technique,T1071.004,uses,Subject has used Subject to encapsulate C2 in DNS traffic.
Group,G0114,Technique,T1569.002,uses,Subject has used Subject to deploy beacons on compromised systems.
Group,G0114,Technique,T1059.003,uses,Subject has used the Windows Command Shell and batch scripts for execution on compromised hosts.
Group,G0114,Technique,T1071.001,uses,Subject has used HTTPS for C2 communications.
Group,G0114,Technique,T1550.002,uses,Subject has dumped password hashes for use in pass the hash authentication attacks.
Group,G0114,Technique,T1111,uses,Subject has registered alternate phone numbers for compromised users to intercept 2FA codes sent via SMS.
Group,G0114,Technique,T1087.001,uses,Subject has used object813 for account discovery.
Group,G0114,Technique,T1119,uses,Subject has used custom DLLs for continuous retrieval of data from memory.
